章节,分组,题型,题号,题目,选项A,选项B,选项C,选项D,选项E,选项F,答案
第十六章,章节测验,单选题,,** 中华民族坚持( )，为推动构建人类命运共同体提供底层逻辑。,共同富裕,天下大同,人民至上,可持续发展,,,C
第十六章,章节测验,单选题,,** 中华民族追求( )，为推动构建人类命运共同体提供治理方法。,全人类共同价值,共同繁荣共同发展,人民至上,秩序和谐与社会稳定,,,D
第十六章,章节测验,单选题,,** ( )年，中国提出共建“一带一路”倡议。,2012,2013,2015,2021,,,B
第十六章,章节测验,单选题,,** ( )是二十一世纪马克思主义的更高综合与更深刻体现。,人类文明新形态,每个人的自由发展,一切人的自由发展,中国式现代化,,,A
第十六章,章节测验,单选题,,** 人类文明新形态调整文明发展新关系。中国道路打破了( )，这为促进多元文明交流互鉴提供了新的力量。,文明冲突论,历史终结论,西方中心论,国强必霸论,,,A
第十六章,章节测验,单选题,,** 中国没有陷入西方( )的历史定律，即使是在综合实力最强的时候，中国也没有对外殖民掠夺、没有炮舰政策、没有强加于人的不平等条约。,文明冲突,本国优先,西方中心,国强必霸,,,D
第十六章,章节测验,单选题,,** 现代世界体系是以( )为基础建构的。这一框架为西方带来了殖民化与经济全球化的体系性成就及霸权结果，但也留下了内部的民族治理隐患和外部的不平等国际秩序。,西方民族国家范式,民族国家的主权建构,帝国化演变,普世文明,,,A
第十六章,章节测验,单选题,,** 习近平总书记在上海合作组织的成员国元首理事会第十八次会议上强调，推动构建人类命运共同体要提倡发展观、安全观、合作观、文明观、( )。,创新观,全球治理观,开放观,和平观,,,B
第十六章,章节测验,单选题,,推动构建人类命运共同体要提倡的五大发展观包括( )。,创新、协调、绿色、包容、共享,创新、协调、和平、公正、自由,创新、协调、绿色、开放、共享,创新、协调、民主、文明、正义,,,C
第十六章,章节测验,单选题,,** 中华文明历来主张的讲仁爱、重民本、守诚信、崇正义、尚和合、( )。,求大同,求存异,求独立,求民意,,,A
第十六章,章节测验,单选题,,** 中华民族固有的( )等观念，契合人类可持续发展理念，有助于内化为人类命运共同体的实践推动。,求同存异,独立自主,天人合一,绿色共享,,,C
第十六章,章节测验,多选题,,** 当前，世界进入新的动荡变革期，正在经历( )。,大调整,大分化,大重组,大动荡,,,ABC
第十六章,章节测验,多选题,,** 当前，新一轮( )深入发展，新兴市场国家和发展中国家快速发展，国际力量对比深刻调整。,科技革命,产业变革,人工智能,技术创新,,,AB
第十六章,章节测验,多选题,,** 面对( )，中国提出推动构建人类命运共同体重要理念，这是由中华文明固有的和平特性所决定的，彰显了中国作为负责任社会主义大国的使命担当。,世界之变,科技之变,时代之变,历史之变,,,ACD
第十六章,章节测验,多选题,,** 进入21世纪以来，随着经济全球化深入发展，以中国为代表的( )国际影响力不断增强，从根本上改变了国际力量对比。,新兴市场国家,传统欧美市场国家,发展中国家,发达国家,,,AC
第十六章,章节测验,多选题,,** 从历史来看，中华民族秉持( )的立场和原则，实现了对周边区域的公共产品供给与对文明发展的引领，对周边族群与文明的发展进步做出了重要贡献。,和平发展,文明交流互鉴,共同发展,开放包容,,,AB
第十六章,章节测验,多选题,,** ( )的政党文明精神，凸显中国政党制度的优越性。,立党为公,协商于民,协商为民,服务于部分人的利益,,,ABC
第十六章,章节测验,多选题,,中国新型政党制度根植于中国古典的( )，在中国共产党领导人民进行革命、建设、改革的历史进程中发展成熟，是社会主义民主政治的有机组成部分。,代表特权阶层或利益集团,服务于部分人的利益,天下为公理念,贤能政治传统,,,CD
第十六章,章节测验,多选题,,** 全过程人民民主是包含( )民主监督在内的全链条、全方位、全覆盖的民主，始终面向人民的公共意志，真正体现了以人民为中心的发展思想。,民主选举,民主协商,民主决策,民主管理,,,ABCD
第十六章,章节测验,多选题,,** 中国共产党始终坚持以( )处理民族问题，提升民族事务治理法治化水平。,法治思维,法治方式,法治意识,民俗思维,,,AB
第十六章,章节测验,多选题,,对于如何建设现代民族国家，欧美国家主要提出了( )两种思路，相应采取同化与多元文化主义等具体政策，以应对种族和族裔多样性。,族裔民族主义 B、种族主义 C、公民民族主义 D、族类民族主义 答案:AC 11.世界体系的现代史，一定程度上就是民族国家的( )，其中包含了民族国家与帝国之间的“互嵌式建构”过程。 A.发展史,形成史,扩张史,侵略史 答案:BC 12.从宗教治理看，中华文明早就形成了( )。 A、礼乐文化 B、世俗秩序 C、宗教神学 D、政教分离,,,AB
第十六章,章节测验,多选题,,中国共产党始终将( )作为民族理论与民族政策一以贯之的核心主旨，具体政治措施可以变，但核心主旨不会变。,国家统一,民族富强,民族团结,大力发展边疆 答案:AC 14.近代世界体系的突出特征是( )。 A、民族国家的主权维护 B、民族国家的主权构建 C、帝国化演变 D、帝国化巩固,,,BC
第十六章,章节测验,多选题,,** 中华民族共同体建设与构建人类命运共同体，( )。,一个着眼于加强各族团结互助，积极发展经济实现共有小康,一个着眼于促进各族交融凝聚，增进各族共同性的国家民族建设,一个着眼于倡导各国和平共处，建设合作共赢的全球治理体系,一个着眼于提倡各国合作交流，努力实现全球共同繁荣化,,,BC
第十六章,章节测验,判断题,,** 人类社会正处在大发展大变革大调整时期，也正处在一个挑战层出不穷、风险日益增多的时代。,,,,,,,对
第十六章,章节测验,判断题,,** 进入新时代，在中国共产党的领导下，中华民族现代文明建设取得新突破，中华民族共同体建设取得新进展。,,,,,,,对
第十六章,章节测验,判断题,,** 推进中华民族共同体建设，必将助力现代文明建设与民族复兴伟业，必会壮大构建人类命运共同体的中国力量，必能在中国与世界深刻互动的新阶段展现出更为广阔的世界历史意义。,,,,,,,对
第十六章,章节测验,判断题,,** 从长时段的世界史看，东西方力量对比正在发生根本性变化。,,,,,,,对
第十六章,章节测验,判断题,,** 冷战缓和了两极对峙的紧张状态，单边主义、保护主义、霸权主义、强权政治威胁人类和平与发展，地缘政治冲突此起彼伏。,,,,,,,错
第十六章,章节测验,判断题,,** 西方所谓“普世价值”，实质是以西方价值观改造乃至取代其他国家、民族的价值观，具有浓厚的西方中心主义色彩，是凭借话语霸权进行单向价值观输出。,,,,,,,对
第十六章,章节测验,判断题,,** 西方民族国家建构与中国共产党领导的统一的多民族国家建设，具有文明和历史逻辑层面的相似之处，展现出了不同的治理体系和治理能力。,,,,,,,错
第十六章,章节测验,判断题,,** 中国共产党是马克思主义政党，代表中华民族根本利益，引领中华民族现代文明建设。,,,,,,,对
第十六章,章节测验,判断题,,** 西方的选举受到资本和舆论的严重操纵和引导，民众的真实意见与利益诉求得到关注。,,,,,,,"错
章节测验
已完成"
第十六章,测试题,单选题,,** 近代世界体系的突出特征是民族国家的主权建构与帝国化演变，由此逐步形成西方所谓的“( )”。,维也纳体系,基于规则的国际秩序,雅尔塔体现,凡尔赛—华盛顿体系,,,B
第十六章,测试题,单选题,,** 世界体系的现代史，一定程度上就是民族国家的形成史与扩张史，其中包含了民族国家与帝国之间的“( )”过程。,互嵌式建构,串行式建构,并行式建构,同步建构,,,A
第十六章,测试题,单选题,,** 从15世纪末开始的“( )”以来的历史，是西方崛起的历史。,丝绸之路开通,地理大发现,大英帝国建立,郑和下西洋,,,B
第十六章,测试题,单选题,,* 1648年，欧洲三十年战争结束，各交战国签订( )，开创了近代国际法与国际关系的先河，逐步形成了基督教文明内部相互承认主权的法理体系。,《维也纳和约》,《威斯特伐利亚和约》,巴黎和约,《罗马和约》,,,B
第十六章,测试题,单选题,,"** 17世纪的英国资产阶级革命及其现代性制度创制，逐步孕育出“( )”,此后英国通过一系列殖民战争，一度成为现代世界的普遍知识和制度样本。",西方现代性,欧洲现代性,英格兰现代性,英格兰模式,,,C
第十六章,测试题,单选题,,** 法国战败后由战胜国建立和维持的1815年“( )”，是一个由少数大国操纵的强权政治体系。,罗马体系,威斯特伐利亚体系,华盛顿体系,维也纳体系,,,D
第十六章,测试题,单选题,,** 2010年以来，中国稳居世界( )经济体，在经济总量和发展质量上进一步接近美国。,第一大,第二大,第三大,地四大,,,B
第十六章,测试题,单选题,,** ( )是包含民主选举、民主协商、民主决策、民主管理、民主监督在内的全链条、全方位、全覆盖的民主，始终面向人民的公共意志，真正体现了以人民为中心的发展思想。,代议制民主,君主立宪民主制,全过程人民民主,西方民主,,,C
